id,address,pagerank
14271890,bitcoinaddress_37A84A509232BA6FB04025EFF75DC7CE7B98278D,998.7508768918366
243431020,bitcoinaddress_B816975EE9EC33DDD511B1D245DB897E2E4E401E,993.1183187788083
215675497,bitcoinaddress_E1E62CCCDF52C20DA0958A68F1D90A381792D669,991.4750311930833
836249611,bitcoinaddress_B63DA1D5425F46C563CCDEB4B68B3D1DD0A7EC7D,931.1817614024638
347476491,bitcoinaddress_CA776DE8132B41EA850CD0CD9696F16E521A49CD,918.5655779019243
531848700,bitcoinaddress_FEAE5802C5215C78E5B77138A624C5EB15FDDD17,852.0004732064883
72461946,bitcoinaddress_A04146871C04F712FCC0E44B27F7AA5951620DE0,846.9924426949013
183224355,bitcoinaddress_8B2650C98CCE3BE4CF78E1047674F7B91B577049,842.3167565126131
843384625,bitcoinaddress_98763A0981E90698C49C04C63DC48A04B4410CA0,813.8736829451793
289385807,bitcoinaddress_C848DF5576A40BD50C4BB263ACE51E1FC50CDA29,764.7820740080795
15218142,bitcoinaddress_07B48FB827158183CF79ED7DD20BF5A992B83C7D,736.1590243463846
25517950,bitcoinaddress_75C27B0C59D0418D37E4D0E8D447B4E0B5853551,731.2513288742934
81049746,bitcoinaddress_A8EEF7C2DA2E46055B0953BFEC0FBFD06424E666,724.5084501321778
14648816,bitcoinaddress_66A731E9FEB460A3A48B5C56BB635B3A409DBD56,712.1794649181797
629374709,bitcoinaddress_17F72A812A4D9448A3513ED8D09B5FD66A9952F2,686.599863262516
373211233,bitcoinaddress_B790DA1D2823F601FD3EBEF8207518C2CDFABDF9,684.3843645614877
519645288,bitcoinaddress_568E7B80955DFEACDE9EB8FA37A0FBC36C4A2525,658.1898701286179
235601933,bitcoinaddress_D47C1C9AFC2A18319E7B78762DC8814727473E90,650.4028536715899
734455931,bitcoinaddress_6A469FF8B29803F75B20A4C811674CE27522A110,6237.037513586903
691270271,bitcoinaddress_E9695FB76237C37D92FEF32DABA0009C796AA9A8,616.395411286615
593027611,bitcoinaddress_4D9B102FFAD8CAAEFEB97C4B9673EA8D8FFF927A,605.9380952966287
701604804,bitcoinaddress_68DD4F11D1F14AB0451AC6BD8B830B3EB4089647,5949.239053739107
206511162,bitcoinaddress_B39CE0DDC23406A359889922EBB58D837015254F,536.8659577535001
760338052,bitcoinaddress_314F9045678D32FD426AA0332BC1869D459A8673,5094.886012676693
1055105,bitcoinaddress_91CDE1A498461E3A156E0493B0D3440AE23657DA,501.18694615656847
872096313,bitcoinaddress_24C2CA9BF94FAC01FDC802CDE0F1F24056DC7989,422.29971116356216
610943746,bitcoinaddress_B039CEC486A796A89C940343A25BE5D735BBB2F4,396.13722495103997
557991657,bitcoinaddress_E349BC52C931A910D9876C559383AAEACADAB850,3834.919359470892
191785117,bitcoinaddress_6370D01B58FA33EBF5C02F0BD270796DE3594392,373.8818210294672
38778701,bitcoinaddress_E9951FD054C0F84D318014FB725DC91BC4D3DB6B,351.09447577155765
124852557,bitcoinaddress_99828A5A544375CD4B76B11A54FB00B6C0E56D91,346.6771643137544
664217084,bitcoinaddress_4FFBA87EAB9603E39043D012BCF947DC26FD215A,325.8392350150754
861531718,bitcoinaddress_ADF5A7C1FE0849E335104CC0E697851685CA7E4E,3157.064315536076
764047907,bitcoinaddress_17EBC6064CB035D84DC177CE763D2C93FD5556C6,3008.89918275676
148849590,bitcoinaddress_8E1318705A86596E5AAFC69DC70BE2DFFAB09CDE,297.38435841478054
254518803,bitcoinaddress_BFC07E650E6B03CBFE45DB0412DAD1019641A687,293.40306351503574
109122824,bitcoinaddress_5AB63BA51DFA70DBC70F234FBFF856D671EDF5BB,284.5556178039711
426757991,bitcoinaddress_A82CECE24D9B404B98D52929D3D9D5231F774F5D,282.0800406198883
806761348,bitcoinaddress_328A04FDAE0653C2E1BB4BDA1C4D83BC8FE6463B,277.9673741474148
802027611,bitcoinaddress_5FA8E56F8C993BD3B805F77E1056418760B06A5A,275.49519682289
445117298,bitcoinaddress_FAFF2682D6D399BB40F5145013F5B9C304E1A7B2,261.97733247840006
575842431,bitcoinaddress_1DE4590DA893E2CF78D4E4069EF3EA6FF4FC12BE,261.29554021445205
497285823,bitcoinaddress_5A74E316938337EE1A04E28B63CC5DAD0B0C8754,253.14662570139626
563898362,bitcoinaddress_6A614B2C4524F1DDA813C629D960FBCD4B2FC477,252.1501339188779
538651776,bitcoinaddress_443DC59A2CEC5D26D563CD17C02B09CB36325F30,249.20168796985533
503121691,bitcoinaddress_E4E2A5CE9560A20EDA9A8E075D19F5581F2B1966,247.81175694693187
41892352,bitcoinaddress_5BCE32FC302217B6F0E18BCA8B73F15005411F57,245.86062504045802
287015612,bitcoinaddress_8AAC1E7BE590270FBB7DC45F7BB87F4A7A02E855,244.3302506643719
454478297,bitcoinaddress_642231FF7596DD1664E909F2A6FA84C77ADE42B8,243.6594961836086
872248971,bitcoinaddress_ED91088F8AE4075DF8C6476807D2FFCF34DFE7BC,242.5128993395359
724584859,bitcoinaddress_21F5E726611AD36C574657A5335250706DBE0E6E,239.21093141428364
9488022,bitcoinaddress_02CC4F6E8688C4CFBD3416ABC4F006F60E7328F7,232.50005542394499
718346532,bitcoinaddress_8A6BB99B6F1D0B71388C12B64D3C7CA9B61ED905,216.11658667186268
568679772,bitcoinaddress_773EE90F07F98567671F850C587041729C84D934,210.4598251932237
374155225,bitcoinaddress_7B9BAAE64C0731DB94658D1E637B87D496DE4426,199.8475782370781
37289155,bitcoinaddress_B5828300F3646411A4472CC757814B4C3F3B111C,196.17780772914156
777165798,bitcoinaddress_431E75242598848B17C61A9EAEF3B5C4BAD8ACF2,195.45051598927859
546231728,bitcoinaddress_77ED2B969971BB81148E12B679B5C6D019D0B01F,195.21544340876886
623108443,bitcoinaddress_E563DB080EF2A61CA04E1201BFEB392E7FE79F7C,191.56745206762994
112290313,bitcoinaddress_F4B004C3CA2E7F96F9FC5BCA767708967AF67A44,19026.84617984774
173602851,bitcoinaddress_31EAE5E8E38C48B048EB6FA98E3F896939F1CF75,187.48570594662576
103963167,bitcoinaddress_7BFB4924714A42FC09C0C5845D4AE837C41DB0A9,181.47680930509839
666836217,bitcoinaddress_A84458A0E8F009B3780CAC779873D298CF22BE8A,180.49135614188916
679607735,bitcoinaddress_9E639EF7CE8ED07897D289CB5510A08EACFBE4A8,180.40419722035287
347110941,bitcoinaddress_4B35D94DB5EBE87B62EC784EF126206E02E62F87,179.17879108846822
232427294,bitcoinaddress_58C666F4818AB5FB5DF5C6200E3CCF0732F7C8B7,177.57822256857227
332513989,bitcoinaddress_4989BA1FE8480BB2DA9BA8A87D8145160D164523,175.9620343918873
216932906,bitcoinaddress_2A4E3C270D9EA2CF3F9C7DA24C5ACAC7AFC52BB7,174.82582405406967
272199901,bitcoinaddress_068527EC574169E2375828A0DE33D779F811E7E2,174.82582405406967
106438886,bitcoinaddress_89845E531F81AED19A5D9D172AD5B29867B97422,174.7370193873762
468567921,bitcoinaddress_481CAA6638B92032B0605B108597B773D49D45EA,172.9287236798985
711145653,bitcoinaddress_826AC9812C2BE5FE349A61ACD393F1F38E8C7D2D,172.4514661452212
132632414,bitcoinpubkey_4104A39B9E4FBD213EF24BB9BE69DE4A118DD0644082E47C01FD9159D38637B83FBCDC115A5D6E970586A012D1CFE3E3A8B1A3D04E763BDC5A071C0E827C0BD834A5,17085.7777772043
425677776,bitcoinaddress_79C09D9B62C6A3E5CCF39B8FAB2E12807F5D0B0D,169.3384926721906
48223184,bitcoinaddress_CBD3148D93C205F862599C080556A2A531146A3B,169.03504055910508
334360954,bitcoinaddress_272666ECF1F8ACA9CF03F6657D547032200DD50B,164.12730129557482
115120906,bitcoinaddress_D3C9518EFC76763A2E7F314C5BA0BA751C4EFAED,162.20976745761476
748649571,bitcoinaddress_7A2A3B481CA80C4BA7939C54D9278E50189D94F9,160.7565440784121
251977015,bitcoinaddress_9B3A7C3A61712270055C1E4AC6FF2704D3ACB1E0,157.7989834748113
101137366,bitcoinaddress_0964724A3836268C1F57B4A6EE4A8DDE28F3B7EB,157.47895114529504
16578687,bitcoinaddress_7B1DD94268DF8E11BA27AB1C99C61E914C717246,1547.1073258015772
568526397,bitcoinaddress_8333C63D039746EB8CC141B9D70FAD5763B5BE9C,1515.529383555019
276165123,bitcoinaddress_AEF486BA730D502560040E41B196D8F22F5BA7C4,149.9699017313094
497364271,bitcoinaddress_25C575371658097A04A9F78C6173A0AB5D177836,147.89419390287256
22823316,bitcoinaddress_52E0EAF94040F1C88AAD1ACA0472F983A006572E,1447.3391999762343
245577873,bitcoinaddress_0568015A9FACCCFD09D70D409B6FC1A5546CECC6,1402.4860158334538
607246349,bitcoinaddress_A0DE36C4399F2C4D3925216C638AEFE07E27AFF4,1341.8051088026264
878637093,bitcoinaddress_7D317E154ADEE17052F1052F1F86D2AFD9A0164F,1290.7006130147456
57549211,bitcoinaddress_9A4BBF9D7676E0D1243869AD2B81A5366F9B8ED2,1279.8087629604152
320898232,bitcoinaddress_CA975B00A8C203B8692F5A18D92DC5C2D2EBC57B,1279.1282292883357
756896162,bitcoinaddress_C104E20A81C387588B04331F1836196DE5411869,1241.4068004720039
819357936,bitcoinaddress_1B781E8B2F652C630CF73C9E64C94C3A56A2925D,1217.4668969578734
708280748,bitcoinaddress_E1BB16A26D591FD766C1B23FAEC067301AFA8A07,117982.0634441601
479468831,bitcoinaddress_723194570FB33202F40284EE0DB7AD152E30B89E,1176.4236040648013
23172636,bitcoinaddress_5605C6DC8A9672A014225BAC565DB25BCEC649A2,117386.79113509151
592027199,bitcoinaddress_3C7A82AA77BA46532B1721E4F6B5F1D1FD83387C,1132.070685140458
237168094,bitcoinaddress_18750DBD49CB26E0F79F7196993ADD7367DA03AB,1071.00619020589
321730801,bitcoinaddress_D67A6F27BECD346346895D02EEAE817E7078153F,1023.080878318588
346909081,bitcoinaddress_0A2E8437B33DBE4C6FE22AC566A1AB0E97AECE98,1008.2700736540553
463509427,bitcoinaddress_10809D22C0E8BDC6B3D9F5D0217A89B8278BBAD7,1004.2625679352502
